sha	release_band	subject	touched_paths	provisional_category
c00d7e5ce33c9f44294067d8dba25249cc3d9bad	v2.4.2..v2.5.4	v2.5.3: updated Gradle, AGP, and R8	build.gradle;gradle/wrapper/gradle-wrapper.properties	build
c60e1d7db552697e200bd4781416606571889c51	v2.4.2..v2.5.4	v2.5.3: fixed one more rare levelgen freeze with cave rooms	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/quest/MineEntrance.java	general
c0ea6f043341f60f0de3059eed8e33c85e471f16	v2.4.2..v2.5.4	v2.5.3: further censer buffs: - further increased weighting toward spewing when enemies are seen - now spews gas 2-5 tiles away, up from 1-3 - tightened possible gas positions when enemies are visible - reduced spawned gas quantity	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/ChaoticCenser.java	slice2-candidate
8db21a3f4e3801d7e041cd0ffe6ca0a0f6e69e0c	v2.4.2..v2.5.4	v2.5.0: updated supernova dmg comment with new explosive dmg values	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/SuperNovaTracker.java	general
895d524f8e2485b3aeb895872d369ac9f7abd3e1	v2.4.2..v2.5.4	v2.5.3: reverted upgrade cost reduction to mossy clump	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/MossyClump.java	slice2-candidate
322f090f1359c5c3fcc507af8711cf339162768d	v2.4.2..v2.5.4	v2.5.3: slightly buffed salt cube, now gives +5% total regen per level	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/SaltCube.java	slice2-candidate
8498ed3044cc31544b60697ae8279d0586d4fced	v2.4.2..v2.5.4	v2.5.3: re-added brief wait on actor thread when pausing	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java	general
4db1fd5529a3cb4387d02070da5a2c575cf26eca	v2.4.2..v2.5.4	v2.5.3: fixed incorrect null check in wand charges per cast	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfFireblast.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfRegrowth.java	general
abc71513490973cc75c33366b52cdb602f0cefb5	v2.4.2..v2.5.4	v2.5.3: added a safety check for spectral necromancer summoning	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/SpectralNecromancer.java	general
facd27b1843a75f69a7ea9e8ec48926acd40b5d1	v2.4.2..v2.5.4	v2.5.3: fixed ooze triggering 'first action' many times in rare cases	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Ooze.java	general
c8e7350e3b04def795ec473efbef878406def747	v2.4.2..v2.5.4	v2.5.3: DM-300 can no longer use an ability right out of supercharge	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM300.java	general
e03b98ef079edb705a4967b387d04bb271af0d44	v2.4.2..v2.5.4	v2.5.3: improved descriptions for well water	core/src/main/assets/messages/actors/actors.properties	localization
01a9218ad7883b64c183243f151c3bcb47eb612f	v2.4.2..v2.5.4	v2.5.3: stone of aggression rebalanced:	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/Char.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Eye.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Warlock.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogDzewa.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/stones/StoneOfAggression.java	hotspot
d99a42326ae79ae939642a602b0c52ac7838efc6	v2.4.2..v2.5.4	v2.5.3: stylus now works on curse-IDed armor	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Stylus.java	general
1bfe1f6060b24b65752ab99de0803445d1078429	v2.4.2..v2.5.4	v2.5.3: fixed sandals upgrades not counting, & upgrader uses counting 2x	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/artifacts/SandalsOfNature.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/ScrollOfUpgrade.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/spells/MagicalInfusion.java	general
1635c2a00f44720b69dbf96ce7f457c856dd6f0e	v2.4.2..v2.5.4	v2.5.3: fixed cursed armor not including seal info in desc	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/armor/Armor.java	general
217c650f114fee8f7afaf2f0ed624adbc40c1fb2	v2.4.2..v2.5.4	v2.5.3: fixed recreate lines in game log not setting highlight to false	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/GameLog.java	general
a2a39d92a125b61b5bb0f673bbfc914e445903e4	v2.4.2..v2.5.4	v2.5.3: buffed all alchemy bombs	core/src/main/assets/messages/items/items.properties;core/src/main/assets/sprites/items.png;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/ArcaneBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/Bomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/Firebomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/Flashbang.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/FlashBangBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/FrostBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/HolyBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/Noisemaker.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/RegrowthBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/ShockBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/ShrapnelBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/SmokeBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/WoollyBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/journal/Catalog.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ShatteredPixelDungeon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java	slice2-candidate
853b719c69877ed9f65120f9ac0beea0e80d5b9d	v2.4.2..v2.5.4	v2.5.3: base bomb buffs: - no longer bounce when thrown on chars - max dmg up by 50% (avg dmg up by 33%) - dmg no longer fades based on distance - cost down to 15 from 20 - description improved	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/Bomb.java	general
842d7efce5e289eba8d844a43f60e3917e462d7f	v2.4.2..v2.5.4	v2.5.3: added stones of detect magic, replacing stones of disarming	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/Scroll.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/stones/StoneOfDetectMagic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/stones/StoneOfDisarming.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java	general
4eccfda92a3b6a9e7b6f0c26e6a795723c52f7e0	v2.4.2..v2.5.4	v2.5.3: fixed RNG in falling loading affecting levelgen	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/InterlevelScene.java;SPD-classes/src/main/java/com/watabou/utils/Random.java	general
0a74ed12ba5d5115035d58ae3f4b1d8e41084f92	v2.4.2..v2.5.4	v2.5.3: fixed corpse dust unintentionally becoming droppable	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/quest/CorpseDust.java	general
fdbcb877d74815b1b3c9ee24b2a83243a51c8652	v2.4.2..v2.5.4	v2.5.3: vampiric no longer triggers on allies or neutral characters	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/enchantments/Vampiric.java	general
c8ab576320e52edf7dc2bb456cfbde6b6f7557b3	v2.4.2..v2.5.4	v2.5.3: fixed grid pane clear() not clearing separators	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ScrollingGridPane.java	general
62aefca1c038dae102b37724a8e2a5483ca23d4b	v2.4.2..v2.5.4	v2.5.3: fixed number formatting not respecting language locale	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/messages/Messages.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndDailies.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndRanking.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndScoreBreakdown.java	general
8cd5022d58b4391577dbe462f422f8ea64241068	v2.4.2..v2.5.4	v2.5.3: fixed talents triggering on potion throw using hero pos	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/Potion.java	general
cd5c7ef652cd369fc0382ab52eea1ae81e3ae7a2	v2.4.2..v2.5.4	v2.5.3: fixed spacing issues in hero select on landscape	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/HeroSelectScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndInfoArmorAbility.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndInfoSubclass.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndTitledMessage.java	general
7c66d1058ba07e8aa314cf8fd10f0247e98f9bec	v2.4.2..v2.5.4	v2.5.3: fixed invis fx persisting if player time froze while invis	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/TimeStasis.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/artifacts/TimekeepersHourglass.java	general
a6b20c5c053a3045d8e885903a861dd304f943e6	v2.4.2..v2.5.4	v2.5.2: fixed unintentional flying rat debug code and bumped version	build.gradle;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Rat.java	build
e38a30175e9b64c17b5777eac2eb352c3eb88b76	v2.4.2..v2.5.4	v2.5.2: updated version and changelog for v2.5.2 release!	build.gradle;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v2_X_Changes.java	docs
